,charity_name,address,city,state,zipcode,url,phone_number,email,category_name,charity_description,charity_tag,logo,ruling_year,assets,income,expenses,irs_form
222,Boulder International Folk Dancers,"950 PARKWAY DR

",Boulder,CO,80303,https://www.boulderfolkdancers.org,NULL,president@boulderfolkdancers.org,Art & Culture,"Boulder International Folk Dancers, often referred to as BIFD, is a non-profit organization with mission to teach, practice and promote international folk dancing.","Boulder International Folk Dancers is based in Boulder, CO, U.S.A. ",https://static1.squarespace.com/static/56f1ba4b3c44d84f5304e95a/t/56f4327de321409ed97adb79/1539824982436/?format=1500w,1994,"$150,570",NULL,"$106,863",NULL
223,Boulder Jewish Community Center,6007 Oreg Avenue,Boulder,CO,80303,https://www.boulderjcc.org/index.php, (303) 998-1900,jonathan.lev@boulderjcc.org,Human Services,"The Boulder Jewish Community Center's mission is to provide programs and services based in Jewish values and traditions in a place where people of all ages and backgrounds gather to connect, exchange ideas, learn and grow together.","As the community convener and one of the central addresses of Jewish life in Boulder County and beyond, the Boulder JCC is home to one of the best Boulder preschools and day camps as well as baby, toddler, youth, family, teen, young adult, adult, arts and Art & Culture, and community programs.",https://www.boulderjcc.org/clientuploads/Logos-BJCC/logo_2017.png,1996,"$34,562,765",NULL,"$7,507,635",https://www.guidestar.org/FinDocuments/2016/841/322/2016-841322996-0e9bf36d-9.pdf
224,Boulder Jewish News Inc,4800 BASELINE RD STE E104 # 448,Boulder,CO,80303,https://boulderjewishnews.org/,720-934-4372,busmgr@boulderjewishnews.org,civic,"All great Jewish communities have their own newspaper that chronicles the community’s simchas and sorrows, events and attitudes, facts and opinions (especially the opinions).  "," It is a place for the entire Jewish community to have a place and a voice — regardless of denomination, affiliation, orientation, generation, level of observance, place of origin, politics, etc.  The wider the dialogs, the better, as long as all dialogs remain civil.",https://i1.wp.com/boulderjewishnews.org/wp-content/uploads/2010/11/bjn-logo8-200x200-blue.jpg?resize=150%2C150&ssl=1,2010,NULL,NULL,NULL,https://www.guidestar.org/FinDocuments/2009/271/184/2009-271184703-06176a06-Z.pdf
225,Boulder Muse,4816 PENNSYLVANIA AVE,Boulder,CO,80303,https://www.bouldermuse.org/,303-885-5600,elisa@bouldermuse.org,Education,"We are Boulder MUSE, a music education program for children whose families aren't able to give them private music lessons, or pay for them to participate in extracurricular choruses."," Two days a week after school, the sounds of MUSE students working together in small group instrumental lessons and singing in the MUSE Community Chorus can be heard in the halls of Columbine Elementary in Boulder, Colorado.","https://static.wixstatic.com/media/2b0a5b_fd9db344664b46aa936c2aa4b3617348.jpg/v1/fill/w_453,h_186,al_c,q_80,usm_0.66_1.00_0.01/2b0a5b_fd9db344664b46aa936c2aa4b3617348.webp",2016,NULL,NULL,NULL,NULL
226,Boulder Nordic Club,405 ONEIDA ST,Boulder,CO,80303,https://bouldernordic.org/,NULL,info@bouldernordic.org,Sports,The Boulder Nordic Club is a federally recognized 501c3 nonprofit association whose mission is to provide and support cross-country skiing in the Boulder area. ," Founded informally sometime in the mid-1980s, the Boulder Nordic Club is not really a “club,” per se. Rather, the BNC is what is technically termed an “association.”",https://bouldernordic.org/wp-content/uploads/2014/01/BN-logo-web.jpg,2009,NULL,NULL,NULL,NULL
227,Boulder Track Club Incorporated, 5165 Santa Clara Pl a,Boulder,CO,80303,http://bouldertrackclub.com/,(720) 532-5549,Info@BoulderTrackClub.com,Sports,"The Boulder Track Club was formed in 2011 and is a 501c(3) not for profit organization located in Boulder, Colorado.","Every member representing the boulder community with pride and always striving for athletic excellence through performance and promotion of health, fitness and participation",http://bouldertrackclub.com/wp-content/themes/btc-child/images/BTCCosmetics/BTCLogo2017.jpg,2011,"$19,974",NULL,"$29,046",https://www.guidestar.org/FinDocuments/2016/451/956/2016-451956799-0e298e97-Z.pdf
228,Boulder Valley Christian Church,7100 S Boulder Rd,Boulder,CO,80303,https://www.bvchristian.org/,303-499-4085 ,​office@bouldervalley.org,Religious,"At Boulder Valley Christian Church (BVCC), we value building authentic relationships with God and one another. Some of the ways we do this are through our Sunday morning service, our LifeGroups during the week, and serving the world around us.",Our passion is to see everyone in Boulder County and around the world become “Fully Alive” through the redemptive work of God.  The process of our mission has three main rhythms. ,https://uploads-ssl.webflow.com/59ee0c0f13651700017e6ed2/5b7047f341c61690b86df6be_bvcclogo2014dkbackground.png,1990,NULL,NULL,NULL,NULL
229,Boulder Valley Church Of Christ,270 76th St,Boulder,CO,80303,http://www.bouldervalley.org/,303-499-4085,​office@bouldervalley.org,Religious,Christian Church,Christian Church,http://www.bouldervalley.org/uploads/4/1/2/4/41241115/published/asset-17-4x.png?1531428767,1986,NULL,NULL,NULL,NULL
230,Boulder Valley Education Assoc,7464 Arapahoe Rd Ste B8,Boulder,CO,80303,http://www.bouldervalleyea.org/,(303) 444-4486,bvea@coloradoea.org,Education,"The Boulder Valley Education Association is the exclusive representative for Unit B licensed staff of the Boulder Valley School District. BVEA members represent their colleagues in collaborative policy and program efforts with the BVSD administration and the Board of Education, during contract negotiations, as we advocate for our profession and promote quality public education to give students the schools they deserve.",To empower our members to advocate for our profession and collectively promote great public schools.,http://www.bouldervalleyea.org/wp-content/uploads/2018/10/BVEA-Logo-Round-Trans-Small_MOD_WHITERED.png,1991,"$1,036,843",NULL,"$1,163,559",https://www.guidestar.org/FinDocuments/2017/840/595/2017-840595473-0edba648-9O.pdf
231,Bowing For Change,950 28th Street Apt. 223-1,Boulder,CO,80303,https://www.bowingforchange.org/,(815) 347-9935,info@bowingforchange.org,Human Services,TO IMPROVE THE LIVES AND FUTURES OF DISADVANTAGED GROUPS AROUND THE WORLD THROUGH EDUCATIONAL AND SOCIAL FUNDAMENTALS.,"Improving education not only allows for increased equality by providing disadvantaged youth with similar resources as their more wealthy counterparts, but makes the students self dependent and will increase the economic development of communities requiring further financial assistance.",https://static1.squarespace.com/static/567e1fabb204d52319aaf02d/t/5b9d48b16d2a73605fa8b185/1537034433741/meet_bhante_2.jpg,2018,NULL,NULL,NULL,NULL
232,Brainworks Tbi,876 DEARBORN PL,Boulder,CO,80303,https://www.brainworkstbi.org/,NULL,ben@bowingforchange.org,Human Services,BrainWorks TBI is committed supporting individuals suffering long-term effects from traumatic brain injury through providing integrative movement scholarships and care.   We define long-term as those unable to return to work or school six months post injury.  ,"To provide a voice for those feeling unseen.
Reduce headaches and chronic discomfort from the dis-regulation created by head impact.
Assess therapy needs and options for a comprehensive care plan.
Create a safe relationship for our clients and their families.",https://images-platform.99static.com/_nWKn7OaMIF-88nScqIidoKK6Tg=/4x11:953x960/500x500/top/smart/99designs-contests-attachments/78/78067/attachment_78067482,2016,NULL,NULL,NULL,NULL
233,Camp For Change Inc,7100 S BOULDER RD,Boulder,CO,80303,http://campforchange.org/,NULL,info@campforchange.org,Sports,"Camp for Change is a 501c3, Colorado non-profit, charitable corporation that provides camps and mentoring for children who are currently residing in foster care. We provide safe and challenging outdoor camping experience for abused, abandoned and neglected youth ages 7 to 15.","Camp for Change is an umbrella organization that supports Royal Family KIDS Camp, Boulder and Teen Reach Adventure Camp, Boulder. The camps are designed to change the lives of these children forever. We also offer mentoring throughout the year.",http://campforchange.org/wp-content/uploads/2013/11/CampForChange-Logo.jpg,2014,"$105,697",NULL,"$82,122",https://www.guidestar.org/FinDocuments/2017/464/144/2017-464144626-0f5456d4-Z.pdf
234,City On The Hill Ministries Inc,7483 Arapahoe Rd,Boulder,CO,80303,http://www.cityonthehill.com/, 303-440-3873, coth@cityonthehill.com,Religious,"We are a church that believes in Jesus & the Kingdom destiny of Boulder, Colorado","God is calling ALL the people from ALL the nations to know Him! Thanks to the support of many, the City On The Hill Missionaries are spreading the Word around the world. There are many ways you can be involved in Missions in your local area. Contact us to find out where you can serve.",http://www.cityonthehill.com/wp-content/uploads/2018/02/COTH-LOGO18c.png,1980,NULL,NULL,NULL,NULL
235,Ciyota Inc,4492 BURR PLACE,Boulder,CO,80303,http://www.coburwas.org/, (517) 755-9045,daniel@coburwas.org,Education,"COBURWAS International Youth Organization to Transform Africa (CIYOTA) is a volunteer-based, non-profit organization established by refugee youth in December 2005 in Kyangwali refugee settlement, Uganda. The founders arrived in Kyangwali from Congo (DRC), Burundi, Uganda, Rwanda and Sudan (CO-BU-RWA-S) along with thousands of refugees fleeing violence and problems resulting from conflicts in their home countries.","CIYOTA recognizes the power of education as a pathway out of poverty, as well as a means to heal conflict, create social cohesion, and spur economic growth. Education for youth through methods that also build corresponding commitment and support of families and the community is therefore the focus of CIYOTA's work.",http://www.coburwas.org/images/logo_small.png,2012,NULL,NULL,NULL,https://www.guidestar.org/FinDocuments/2013/273/092/2013-273092740-0a957403-Z.pdf
